State,Location,hour,index,date
TERENGGANU,Paka,12:00AM,54.0,2024-09-18
TERENGGANU,Kuala Terengganu,12:00AM,59.0,2024-09-18
TERENGGANU,Besut,12:00AM,22.0,2024-09-18
KELANTAN,Tanah Merah,12:00AM,49.0,2024-09-18
KELANTAN,Kota Bharu,12:00AM,31.0,2024-09-18
SABAH,Tawau,12:00AM,63.0,2024-09-18
SABAH,Sandakan,12:00AM,57.0,2024-09-18
SABAH,Kota Kinabalu,12:00AM,57.0,2024-09-18
SABAH,Kimanis,12:00AM,55.0,2024-09-18
SABAH,Keningau,12:00AM,53.0,2024-09-18
W.P. LABUAN,Labuan,12:00AM,57.0,2024-09-18
SARAWAK,Limbang,12:00AM,63.0,2024-09-18
SARAWAK,ILP Miri,12:00AM,68.0,2024-09-18
SARAWAK,Miri,12:00AM,67.0,2024-09-18
SARAWAK,Samalaju,12:00AM,76.0,2024-09-18
SARAWAK,Bintulu,12:00AM,77.0,2024-09-18
SARAWAK,Mukah,12:00AM,76.0,2024-09-18
SARAWAK,Kapit,12:00AM,59.0,2024-09-18
SARAWAK,Sibu,12:00AM,72.0,2024-09-18
SARAWAK,Sarikei,12:00AM,75.0,2024-09-18
SARAWAK,Sri Aman,12:00AM,92.0,2024-09-18
SARAWAK,Samarahan,12:00AM,66.0,2024-09-18
SARAWAK,Kuching,12:00AM,67.0,2024-09-18
PERLIS,Kangar,1:00AM,19.0,2024-09-18
KEDAH,Langkawi,1:00AM,18.0,2024-09-18
KEDAH,Alor Setar,1:00AM,17.0,2024-09-18
KEDAH,Sungai Petani,1:00AM,23.0,2024-09-18
KEDAH,Kulim Hi-Tech,1:00AM,25.0,2024-09-18
PULAU PINANG,Seberang Jaya,1:00AM,42.0,2024-09-18
PULAU PINANG,Seberang Perai,1:00AM,26.0,2024-09-18
PULAU PINANG,Minden,1:00AM,24.0,2024-09-18
PULAU PINANG,Balik Pulau,1:00AM,37.0,2024-09-18
PERAK,Taiping,1:00AM,21.0,2024-09-18
PERAK,Tasek Ipoh,1:00AM,30.0,2024-09-18
PERAK,Pegoh Ipoh,1:00AM,30.0,2024-09-18
PERAK,Seri Manjung,1:00AM,20.0,2024-09-18
PERAK,Tanjung Malim,1:00AM,39.0,2024-09-18
W.P. KUALA LUMPUR,Batu Muda,1:00AM,35.0,2024-09-18
W.P. KUALA LUMPUR,Cheras,1:00AM,47.0,2024-09-18
W.P. PUTRAJAYA,Putrajaya,1:00AM,43.0,2024-09-18
SELANGOR,Kuala Selangor,1:00AM,28.0,2024-09-18
SELANGOR,Petaling Jaya,1:00AM,48.0,2024-09-18
SELANGOR,Shah Alam,1:00AM,34.0,2024-09-18
SELANGOR,Klang,1:00AM,37.0,2024-09-18
SELANGOR,Banting,1:00AM,60.0,2024-09-18
NEGERI SEMBILAN,Nilai,1:00AM,49.0,2024-09-18
NEGERI SEMBILAN,Seremban,1:00AM,32.0,2024-09-18
NEGERI SEMBILAN,Port Dickson,1:00AM,39.0,2024-09-18
MELAKA,Alor Gajah,1:00AM,36.0,2024-09-18
MELAKA,Bukit Rambai,1:00AM,32.0,2024-09-18
MELAKA,Bandaraya Melaka,1:00AM,32.0,2024-09-18
JOHOR,Segamat,1:00AM,32.0,2024-09-18
JOHOR,Batu Pahat,1:00AM,59.0,2024-09-18
JOHOR,Kluang,1:00AM,42.0,2024-09-18
JOHOR,Larkin,1:00AM,58.0,2024-09-18
JOHOR,Pasir Gudang,1:00AM,53.0,2024-09-18
JOHOR,Pengerang,1:00AM,61.0,2024-09-18
JOHOR,Kota Tinggi,1:00AM,53.0,2024-09-18
JOHOR,Tangkak,1:00AM,57.0,2024-09-18
PAHANG,Rompin,1:00AM,52.0,2024-09-18
PAHANG,Temerloh,1:00AM,33.0,2024-09-18
PAHANG,Jerantut,1:00AM,34.0,2024-09-18
PAHANG,Indera Mahkota Kuantan,1:00AM,42.0,2024-09-18
PAHANG,Balok Baru Kuantan,1:00AM,45.0,2024-09-18
TERENGGANU,Kemaman,1:00AM,26.0,2024-09-18
TERENGGANU,Paka,1:00AM,53.0,2024-09-18
TERENGGANU,Kuala Terengganu,1:00AM,60.0,2024-09-18
TERENGGANU,Besut,1:00AM,21.0,2024-09-18
KELANTAN,Tanah Merah,1:00AM,49.0,2024-09-18
KELANTAN,Kota Bharu,1:00AM,32.0,2024-09-18
SABAH,Tawau,1:00AM,63.0,2024-09-18
SABAH,Sandakan,1:00AM,55.0,2024-09-18
SABAH,Kota Kinabalu,1:00AM,57.0,2024-09-18
SABAH,Kimanis,1:00AM,55.0,2024-09-18
SABAH,Keningau,1:00AM,52.0,2024-09-18
W.P. LABUAN,Labuan,1:00AM,55.0,2024-09-18
SARAWAK,Limbang,1:00AM,63.0,2024-09-18
SARAWAK,ILP Miri,1:00AM,67.0,2024-09-18
SARAWAK,Miri,1:00AM,66.0,2024-09-18
SARAWAK,Samalaju,1:00AM,76.0,2024-09-18
SARAWAK,Bintulu,1:00AM,78.0,2024-09-18
SARAWAK,Mukah,1:00AM,76.0,2024-09-18
SARAWAK,Kapit,1:00AM,60.0,2024-09-18
SARAWAK,Sibu,1:00AM,71.0,2024-09-18
SARAWAK,Sarikei,1:00AM,75.0,2024-09-18
SARAWAK,Sri Aman,1:00AM,92.0,2024-09-18
SARAWAK,Samarahan,1:00AM,66.0,2024-09-18
SARAWAK,Kuching,1:00AM,67.0,2024-09-18
PERLIS,Kangar,2:00AM,19.0,2024-09-18
KEDAH,Langkawi,2:00AM,19.0,2024-09-18
KEDAH,Alor Setar,2:00AM,17.0,2024-09-18
KEDAH,Sungai Petani,2:00AM,23.0,2024-09-18
KEDAH,Kulim Hi-Tech,2:00AM,25.0,2024-09-18
PULAU PINANG,Seberang Jaya,2:00AM,41.0,2024-09-18
PULAU PINANG,Seberang Perai,2:00AM,27.0,2024-09-18
PULAU PINANG,Minden,2:00AM,24.0,2024-09-18
PULAU PINANG,Balik Pulau,2:00AM,37.0,2024-09-18
PERAK,Taiping,2:00AM,21.0,2024-09-18
PERAK,Tasek Ipoh,2:00AM,31.0,2024-09-18
PERAK,Pegoh Ipoh,2:00AM,31.0,2024-09-18
PERAK,Seri Manjung,2:00AM,19.0,2024-09-18
PERAK,Tanjung Malim,2:00AM,36.0,2024-09-18
W.P. KUALA LUMPUR,Batu Muda,2:00AM,33.0,2024-09-18
W.P. KUALA LUMPUR,Cheras,2:00AM,45.0,2024-09-18
W.P. PUTRAJAYA,Putrajaya,2:00AM,41.0,2024-09-18
SELANGOR,Kuala Selangor,2:00AM,27.0,2024-09-18
SELANGOR,Petaling Jaya,2:00AM,44.0,2024-09-18
SELANGOR,Shah Alam,2:00AM,33.0,2024-09-18
SELANGOR,Klang,2:00AM,36.0,2024-09-18
SELANGOR,Banting,2:00AM,60.0,2024-09-18
NEGERI SEMBILAN,Nilai,2:00AM,48.0,2024-09-18
NEGERI SEMBILAN,Seremban,2:00AM,32.0,2024-09-18
NEGERI SEMBILAN,Port Dickson,2:00AM,39.0,2024-09-18
MELAKA,Alor Gajah,2:00AM,35.0,2024-09-18
MELAKA,Bukit Rambai,2:00AM,30.0,2024-09-18
MELAKA,Bandaraya Melaka,2:00AM,32.0,2024-09-18
JOHOR,Segamat,2:00AM,32.0,2024-09-18
JOHOR,Batu Pahat,2:00AM,59.0,2024-09-18
JOHOR,Kluang,2:00AM,39.0,2024-09-18
JOHOR,Larkin,2:00AM,57.0,2024-09-18
JOHOR,Pasir Gudang,2:00AM,53.0,2024-09-18
JOHOR,Pengerang,2:00AM,60.0,2024-09-18
JOHOR,Kota Tinggi,2:00AM,53.0,2024-09-18
JOHOR,Tangkak,2:00AM,57.0,2024-09-18
PAHANG,Rompin,2:00AM,52.0,2024-09-18
PAHANG,Temerloh,2:00AM,32.0,2024-09-18
PAHANG,Jerantut,2:00AM,35.0,2024-09-18
PAHANG,Indera Mahkota Kuantan,2:00AM,40.0,2024-09-18
PAHANG,Balok Baru Kuantan,2:00AM,46.0,2024-09-18
TERENGGANU,Kemaman,2:00AM,27.0,2024-09-18
TERENGGANU,Paka,2:00AM,53.0,2024-09-18
TERENGGANU,Kuala Terengganu,2:00AM,61.0,2024-09-18
TERENGGANU,Besut,2:00AM,21.0,2024-09-18
KELANTAN,Tanah Merah,2:00AM,49.0,2024-09-18
KELANTAN,Kota Bharu,2:00AM,33.0,2024-09-18
SABAH,Tawau,2:00AM,63.0,2024-09-18
SABAH,Sandakan,2:00AM,54.0,2024-09-18
SABAH,Kota Kinabalu,2:00AM,57.0,2024-09-18
SABAH,Kimanis,2:00AM,55.0,2024-09-18
SABAH,Keningau,2:00AM,53.0,2024-09-18
W.P. LABUAN,Labuan,2:00AM,55.0,2024-09-18
SARAWAK,Limbang,2:00AM,62.0,2024-09-18
SARAWAK,ILP Miri,2:00AM,66.0,2024-09-18
SARAWAK,Miri,2:00AM,66.0,2024-09-18
SARAWAK,Samalaju,2:00AM,78.0,2024-09-18
SARAWAK,Bintulu,2:00AM,76.0,2024-09-18
SARAWAK,Mukah,2:00AM,77.0,2024-09-18
SARAWAK,Kapit,2:00AM,60.0,2024-09-18
SARAWAK,Sibu,2:00AM,72.0,2024-09-18
SARAWAK,Sarikei,2:00AM,75.0,2024-09-18
SARAWAK,Sri Aman,2:00AM,92.0,2024-09-18
SARAWAK,Samarahan,2:00AM,65.0,2024-09-18
SARAWAK,Kuching,2:00AM,67.0,2024-09-18
PERLIS,Kangar,3:00AM,19.0,2024-09-18
KEDAH,Langkawi,3:00AM,19.0,2024-09-18
KEDAH,Alor Setar,3:00AM,16.0,2024-09-18
KEDAH,Sungai Petani,3:00AM,22.0,2024-09-18
KEDAH,Kulim Hi-Tech,3:00AM,25.0,2024-09-18
PULAU PINANG,Seberang Jaya,3:00AM,41.0,2024-09-18
PULAU PINANG,Seberang Perai,3:00AM,27.0,2024-09-18
PULAU PINANG,Minden,3:00AM,24.0,2024-09-18
PULAU PINANG,Balik Pulau,3:00AM,37.0,2024-09-18
PERAK,Taiping,3:00AM,21.0,2024-09-18
PERAK,Tasek Ipoh,3:00AM,33.0,2024-09-18
PERAK,Pegoh Ipoh,3:00AM,32.0,2024-09-18
PERAK,Seri Manjung,3:00AM,19.0,2024-09-18
PERAK,Tanjung Malim,3:00AM,36.0,2024-09-18
W.P. KUALA LUMPUR,Batu Muda,3:00AM,31.0,2024-09-18
W.P. KUALA LUMPUR,Cheras,3:00AM,45.0,2024-09-18
W.P. PUTRAJAYA,Putrajaya,3:00AM,40.0,2024-09-18
SELANGOR,Kuala Selangor,3:00AM,29.0,2024-09-18
SELANGOR,Petaling Jaya,3:00AM,42.0,2024-09-18
SELANGOR,Shah Alam,3:00AM,31.0,2024-09-18
SELANGOR,Klang,3:00AM,35.0,2024-09-18
SELANGOR,Banting,3:00AM,59.0,2024-09-18
NEGERI SEMBILAN,Nilai,3:00AM,46.0,2024-09-18
NEGERI SEMBILAN,Seremban,3:00AM,32.0,2024-09-18
NEGERI SEMBILAN,Port Dickson,3:00AM,38.0,2024-09-18
MELAKA,Alor Gajah,3:00AM,33.0,2024-09-18
MELAKA,Bukit Rambai,3:00AM,29.0,2024-09-18
MELAKA,Bandaraya Melaka,3:00AM,31.0,2024-09-18
JOHOR,Segamat,3:00AM,31.0,2024-09-18
JOHOR,Batu Pahat,3:00AM,58.0,2024-09-18
JOHOR,Kluang,3:00AM,37.0,2024-09-18
JOHOR,Larkin,3:00AM,56.0,2024-09-18
JOHOR,Pasir Gudang,3:00AM,52.0,2024-09-18
JOHOR,Pengerang,3:00AM,60.0,2024-09-18
JOHOR,Kota Tinggi,3:00AM,52.0,2024-09-18
JOHOR,Tangkak,3:00AM,56.0,2024-09-18
PAHANG,Rompin,3:00AM,51.0,2024-09-18
PAHANG,Temerloh,3:00AM,32.0,2024-09-18
PAHANG,Jerantut,3:00AM,35.0,2024-09-18
PAHANG,Indera Mahkota Kuantan,3:00AM,38.0,2024-09-18
PAHANG,Balok Baru Kuantan,3:00AM,44.0,2024-09-18
TERENGGANU,Kemaman,3:00AM,28.0,2024-09-18
TERENGGANU,Paka,3:00AM,52.0,2024-09-18
TERENGGANU,Kuala Terengganu,3:00AM,61.0,2024-09-18
TERENGGANU,Besut,3:00AM,20.0,2024-09-18
KELANTAN,Tanah Merah,3:00AM,48.0,2024-09-18
KELANTAN,Kota Bharu,3:00AM,34.0,2024-09-18
SABAH,Tawau,3:00AM,63.0,2024-09-18
SABAH,Sandakan,3:00AM,53.0,2024-09-18
SABAH,Kota Kinabalu,3:00AM,57.0,2024-09-18
SABAH,Kimanis,3:00AM,55.0,2024-09-18
SABAH,Keningau,3:00AM,52.0,2024-09-18
W.P. LABUAN,Labuan,3:00AM,54.0,2024-09-18
SARAWAK,Limbang,3:00AM,62.0,2024-09-18
SARAWAK,ILP Miri,3:00AM,66.0,2024-09-18
SARAWAK,Miri,3:00AM,65.0,2024-09-18
SARAWAK,Samalaju,3:00AM,78.0,2024-09-18
SARAWAK,Bintulu,3:00AM,76.0,2024-09-18
SARAWAK,Mukah,3:00AM,77.0,2024-09-18
SARAWAK,Kapit,3:00AM,60.0,2024-09-18
SARAWAK,Sibu,3:00AM,72.0,2024-09-18
SARAWAK,Sarikei,3:00AM,76.0,2024-09-18
SARAWAK,Sri Aman,3:00AM,91.0,2024-09-18
SARAWAK,Samarahan,3:00AM,65.0,2024-09-18
SARAWAK,Kuching,3:00AM,67.0,2024-09-18
PERLIS,Kangar,4:00AM,19.0,2024-09-18
KEDAH,Langkawi,4:00AM,18.0,2024-09-18
KEDAH,Alor Setar,4:00AM,16.0,2024-09-18
KEDAH,Sungai Petani,4:00AM,23.0,2024-09-18
KEDAH,Kulim Hi-Tech,4:00AM,25.0,2024-09-18
PULAU PINANG,Seberang Jaya,4:00AM,40.0,2024-09-18
PULAU PINANG,Seberang Perai,4:00AM,27.0,2024-09-18
PULAU PINANG,Minden,4:00AM,24.0,2024-09-18
PULAU PINANG,Balik Pulau,4:00AM,36.0,2024-09-18
PERAK,Taiping,4:00AM,20.0,2024-09-18
PERAK,Tasek Ipoh,4:00AM,33.0,2024-09-18
PERAK,Pegoh Ipoh,4:00AM,33.0,2024-09-18
PERAK,Seri Manjung,4:00AM,18.0,2024-09-18
PERAK,Tanjung Malim,4:00AM,34.0,2024-09-18
W.P. KUALA LUMPUR,Batu Muda,4:00AM,30.0,2024-09-18
W.P. KUALA LUMPUR,Cheras,4:00AM,42.0,2024-09-18
W.P. PUTRAJAYA,Putrajaya,4:00AM,40.0,2024-09-18
SELANGOR,Kuala Selangor,4:00AM,28.0,2024-09-18
SELANGOR,Petaling Jaya,4:00AM,41.0,2024-09-18
SELANGOR,Shah Alam,4:00AM,29.0,2024-09-18
SELANGOR,Klang,4:00AM,34.0,2024-09-18
SELANGOR,Banting,4:00AM,59.0,2024-09-18
NEGERI SEMBILAN,Nilai,4:00AM,45.0,2024-09-18
NEGERI SEMBILAN,Seremban,4:00AM,32.0,2024-09-18
NEGERI SEMBILAN,Port Dickson,4:00AM,42.0,2024-09-18
MELAKA,Alor Gajah,4:00AM,31.0,2024-09-18
MELAKA,Bukit Rambai,4:00AM,30.0,2024-09-18
MELAKA,Bandaraya Melaka,4:00AM,32.0,2024-09-18
JOHOR,Segamat,4:00AM,30.0,2024-09-18
JOHOR,Batu Pahat,4:00AM,58.0,2024-09-18
JOHOR,Kluang,4:00AM,35.0,2024-09-18
JOHOR,Larkin,4:00AM,56.0,2024-09-18
JOHOR,Pasir Gudang,4:00AM,52.0,2024-09-18
JOHOR,Pengerang,4:00AM,59.0,2024-09-18
JOHOR,Kota Tinggi,4:00AM,52.0,2024-09-18
JOHOR,Tangkak,4:00AM,56.0,2024-09-18
PAHANG,Rompin,4:00AM,49.0,2024-09-18
PAHANG,Temerloh,4:00AM,32.0,2024-09-18
PAHANG,Jerantut,4:00AM,37.0,2024-09-18
PAHANG,Indera Mahkota Kuantan,4:00AM,37.0,2024-09-18
PAHANG,Balok Baru Kuantan,4:00AM,42.0,2024-09-18
TERENGGANU,Kemaman,4:00AM,29.0,2024-09-18
TERENGGANU,Paka,4:00AM,52.0,2024-09-18
TERENGGANU,Kuala Terengganu,4:00AM,62.0,2024-09-18
TERENGGANU,Besut,4:00AM,20.0,2024-09-18
KELANTAN,Tanah Merah,4:00AM,50.0,2024-09-18
KELANTAN,Kota Bharu,4:00AM,32.0,2024-09-18
SABAH,Tawau,4:00AM,64.0,2024-09-18
SABAH,Sandakan,4:00AM,53.0,2024-09-18
SABAH,Kota Kinabalu,4:00AM,57.0,2024-09-18
SABAH,Kimanis,4:00AM,55.0,2024-09-18
SABAH,Keningau,4:00AM,50.0,2024-09-18
W.P. LABUAN,Labuan,4:00AM,54.0,2024-09-18
SARAWAK,Limbang,4:00AM,61.0,2024-09-18
SARAWAK,ILP Miri,4:00AM,65.0,2024-09-18
SARAWAK,Miri,4:00AM,65.0,2024-09-18
SARAWAK,Samalaju,4:00AM,78.0,2024-09-18
SARAWAK,Bintulu,4:00AM,77.0,2024-09-18
SARAWAK,Mukah,4:00AM,76.0,2024-09-18
SARAWAK,Kapit,4:00AM,60.0,2024-09-18
SARAWAK,Sibu,4:00AM,72.0,2024-09-18
SARAWAK,Sarikei,4:00AM,76.0,2024-09-18
SARAWAK,Sri Aman,4:00AM,90.0,2024-09-18
SARAWAK,Samarahan,4:00AM,65.0,2024-09-18
SARAWAK,Kuching,4:00AM,67.0,2024-09-18
PERLIS,Kangar,5:00AM,20.0,2024-09-18
KEDAH,Langkawi,5:00AM,18.0,2024-09-18
KEDAH,Alor Setar,5:00AM,15.0,2024-09-18
KEDAH,Sungai Petani,5:00AM,23.0,2024-09-18
KEDAH,Kulim Hi-Tech,5:00AM,26.0,2024-09-18
PULAU PINANG,Seberang Jaya,5:00AM,40.0,2024-09-18
PULAU PINANG,Seberang Perai,5:00AM,26.0,2024-09-18
PULAU PINANG,Minden,5:00AM,23.0,2024-09-18
PULAU PINANG,Balik Pulau,5:00AM,39.0,2024-09-18
PERAK,Taiping,5:00AM,21.0,2024-09-18
PERAK,Tasek Ipoh,5:00AM,33.0,2024-09-18
PERAK,Pegoh Ipoh,5:00AM,34.0,2024-09-18
PERAK,Seri Manjung,5:00AM,17.0,2024-09-18
PERAK,Tanjung Malim,5:00AM,34.0,2024-09-18
W.P. KUALA LUMPUR,Batu Muda,5:00AM,30.0,2024-09-18
W.P. KUALA LUMPUR,Cheras,5:00AM,40.0,2024-09-18
W.P. PUTRAJAYA,Putrajaya,5:00AM,38.0,2024-09-18
SELANGOR,Kuala Selangor,5:00AM,26.0,2024-09-18
SELANGOR,Petaling Jaya,5:00AM,39.0,2024-09-18
SELANGOR,Shah Alam,5:00AM,27.0,2024-09-18
SELANGOR,Klang,5:00AM,34.0,2024-09-18
SELANGOR,Banting,5:00AM,59.0,2024-09-18
NEGERI SEMBILAN,Nilai,5:00AM,45.0,2024-09-18
NEGERI SEMBILAN,Seremban,5:00AM,33.0,2024-09-18
NEGERI SEMBILAN,Port Dickson,5:00AM,43.0,2024-09-18
MELAKA,Alor Gajah,5:00AM,28.0,2024-09-18
MELAKA,Bukit Rambai,5:00AM,31.0,2024-09-18
MELAKA,Bandaraya Melaka,5:00AM,32.0,2024-09-18
JOHOR,Segamat,5:00AM,30.0,2024-09-18
JOHOR,Batu Pahat,5:00AM,57.0,2024-09-18
JOHOR,Kluang,5:00AM,33.0,2024-09-18
JOHOR,Larkin,5:00AM,55.0,2024-09-18
JOHOR,Pasir Gudang,5:00AM,50.0,2024-09-18
JOHOR,Pengerang,5:00AM,59.0,2024-09-18
JOHOR,Kota Tinggi,5:00AM,51.0,2024-09-18
JOHOR,Tangkak,5:00AM,57.0,2024-09-18
PAHANG,Rompin,5:00AM,47.0,2024-09-18
PAHANG,Temerloh,5:00AM,31.0,2024-09-18
PAHANG,Jerantut,5:00AM,37.0,2024-09-18
PAHANG,Indera Mahkota Kuantan,5:00AM,35.0,2024-09-18
PAHANG,Balok Baru Kuantan,5:00AM,40.0,2024-09-18
TERENGGANU,Kemaman,5:00AM,30.0,2024-09-18
TERENGGANU,Paka,5:00AM,52.0,2024-09-18
TERENGGANU,Kuala Terengganu,5:00AM,61.0,2024-09-18
TERENGGANU,Besut,5:00AM,20.0,2024-09-18
KELANTAN,Tanah Merah,5:00AM,50.0,2024-09-18
KELANTAN,Kota Bharu,5:00AM,32.0,2024-09-18
SABAH,Tawau,5:00AM,64.0,2024-09-18
SABAH,Sandakan,5:00AM,53.0,2024-09-18
SABAH,Kota Kinabalu,5:00AM,56.0,2024-09-18
SABAH,Kimanis,5:00AM,55.0,2024-09-18
SABAH,Keningau,5:00AM,50.0,2024-09-18
W.P. LABUAN,Labuan,5:00AM,54.0,2024-09-18
SARAWAK,Limbang,5:00AM,60.0,2024-09-18
SARAWAK,ILP Miri,5:00AM,65.0,2024-09-18
SARAWAK,Miri,5:00AM,65.0,2024-09-18
SARAWAK,Samalaju,5:00AM,77.0,2024-09-18
SARAWAK,Bintulu,5:00AM,77.0,2024-09-18
SARAWAK,Mukah,5:00AM,76.0,2024-09-18
SARAWAK,Kapit,5:00AM,60.0,2024-09-18
SARAWAK,Sibu,5:00AM,72.0,2024-09-18
SARAWAK,Sarikei,5:00AM,76.0,2024-09-18
SARAWAK,Sri Aman,5:00AM,90.0,2024-09-18
SARAWAK,Samarahan,5:00AM,66.0,2024-09-18
SARAWAK,Kuching,5:00AM,68.0,2024-09-18
PERLIS,Kangar,6:00AM,20.0,2024-09-18
KEDAH,Langkawi,6:00AM,18.0,2024-09-18
KEDAH,Alor Setar,6:00AM,16.0,2024-09-18
KEDAH,Sungai Petani,6:00AM,22.0,2024-09-18
KEDAH,Kulim Hi-Tech,6:00AM,27.0,2024-09-18
PULAU PINANG,Seberang Jaya,6:00AM,40.0,2024-09-18
PULAU PINANG,Seberang Perai,6:00AM,27.0,2024-09-18
PULAU PINANG,Minden,6:00AM,23.0,2024-09-18
PULAU PINANG,Balik Pulau,6:00AM,39.0,2024-09-18
PERAK,Taiping,6:00AM,21.0,2024-09-18
PERAK,Tasek Ipoh,6:00AM,34.0,2024-09-18
PERAK,Pegoh Ipoh,6:00AM,35.0,2024-09-18
PERAK,Seri Manjung,6:00AM,16.0,2024-09-18
PERAK,Tanjung Malim,6:00AM,30.0,2024-09-18
W.P. KUALA LUMPUR,Batu Muda,6:00AM,30.0,2024-09-18
W.P. KUALA LUMPUR,Cheras,6:00AM,39.0,2024-09-18
W.P. PUTRAJAYA,Putrajaya,6:00AM,39.0,2024-09-18
SELANGOR,Kuala Selangor,6:00AM,25.0,2024-09-18
SELANGOR,Petaling Jaya,6:00AM,39.0,2024-09-18
SELANGOR,Shah Alam,6:00AM,26.0,2024-09-18
SELANGOR,Klang,6:00AM,37.0,2024-09-18
SELANGOR,Banting,6:00AM,59.0,2024-09-18
NEGERI SEMBILAN,Nilai,6:00AM,46.0,2024-09-18
NEGERI SEMBILAN,Seremban,6:00AM,33.0,2024-09-18
NEGERI SEMBILAN,Port Dickson,6:00AM,45.0,2024-09-18
MELAKA,Alor Gajah,6:00AM,27.0,2024-09-18
MELAKA,Bukit Rambai,6:00AM,32.0,2024-09-18
MELAKA,Bandaraya Melaka,6:00AM,33.0,2024-09-18
JOHOR,Segamat,6:00AM,29.0,2024-09-18
JOHOR,Batu Pahat,6:00AM,57.0,2024-09-18
JOHOR,Kluang,6:00AM,33.0,2024-09-18
JOHOR,Larkin,6:00AM,54.0,2024-09-18
JOHOR,Pasir Gudang,6:00AM,49.0,2024-09-18
JOHOR,Pengerang,6:00AM,58.0,2024-09-18
JOHOR,Kota Tinggi,6:00AM,51.0,2024-09-18
JOHOR,Tangkak,6:00AM,57.0,2024-09-18
PAHANG,Rompin,6:00AM,45.0,2024-09-18
PAHANG,Temerloh,6:00AM,30.0,2024-09-18
PAHANG,Jerantut,6:00AM,40.0,2024-09-18
PAHANG,Indera Mahkota Kuantan,6:00AM,34.0,2024-09-18
PAHANG,Balok Baru Kuantan,6:00AM,39.0,2024-09-18
TERENGGANU,Kemaman,6:00AM,30.0,2024-09-18
TERENGGANU,Paka,6:00AM,52.0,2024-09-18
TERENGGANU,Kuala Terengganu,6:00AM,61.0,2024-09-18
TERENGGANU,Besut,6:00AM,19.0,2024-09-18
KELANTAN,Tanah Merah,6:00AM,52.0,2024-09-18
KELANTAN,Kota Bharu,6:00AM,33.0,2024-09-18
SABAH,Tawau,6:00AM,64.0,2024-09-18
SABAH,Sandakan,6:00AM,53.0,2024-09-18
SABAH,Kota Kinabalu,6:00AM,56.0,2024-09-18
SABAH,Kimanis,6:00AM,55.0,2024-09-18
SABAH,Keningau,6:00AM,48.0,2024-09-18
W.P. LABUAN,Labuan,6:00AM,54.0,2024-09-18
SARAWAK,Limbang,6:00AM,60.0,2024-09-18
SARAWAK,ILP Miri,6:00AM,64.0,2024-09-18
SARAWAK,Miri,6:00AM,64.0,2024-09-18
SARAWAK,Samalaju,6:00AM,77.0,2024-09-18
SARAWAK,Bintulu,6:00AM,77.0,2024-09-18
SARAWAK,Mukah,6:00AM,76.0,2024-09-18
